Name,Age,Position,HomeTeam,AwayTeam,HomeScore,Awayscore,HomeAwayStatus,MatchID,Date,Shots,ShotsOT,KeyPasses,PAPercentage,AerialsWon,Touches,Rating,Shots.1,ShotsOT.1,KeyPasses.1,Dribbles,Fouled,Offsides,Disp,UnsTouches,Rating.1,Tackles,Interceptions,Clearances,Blocks,Fouls,Rating.2,KeyPasses.2,Passes,PAPercentage.1,Crosses,AccCrosses,LB,AccLB,ThB,AccThB,Rating.3,Playtime
Christopher Schindler,30,DC,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,68.8,6,27,7.79,0,0,0,0,1,0,0,0,7.79,1,0,8,0,0,7.79,0,16,68.8,0.0,0.0,1.0,0.0,0.0,0.0,7.79,90.0
Richard Stearman,32,DC,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,72.0,2,35,7.16,0,0,0,0,1,0,0,0,7.16,0,0,8,0,1,7.16,0,25,72.0,0.0,0.0,7.0,3.0,0.0,0.0,7.16,90.0
Harry Toffolo,24,DL,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,1,0,1,65.2,1,43,7.57,1,0,1,1,1,0,0,0,7.57,0,0,2,0,2,7.57,1,23,65.2,3.0,1.0,5.0,1.0,0.0,0.0,7.57,90.0
Lewis O'Brien,21,DMC,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,1,1,0,63.9,4,54,7.32,1,1,0,0,1,0,2,0,7.32,6,0,3,0,2,7.32,0,36,63.9,1.0,0.0,2.0,1.0,0.0,0.0,7.32,90.0
Jonathan Hogg,31,DMC,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,1,74.2,3,41,7.40,0,0,1,1,3,0,0,0,7.40,2,0,1,0,3,7.40,1,31,74.2,0.0,0.0,4.0,2.0,0.0,0.0,7.40,90.0
Elias Kachunga,28,AMR,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,3,1,2,64.7,4,35,8.08,3,1,2,0,0,0,1,8,8.08,1,0,1,1,5,8.08,2,17,64.7,0.0,0.0,1.0,0.0,1.0,1.0,8.08,82.0
Emile Smith Rowe,20,AMC,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,3,90.0,0,39,7.33,0,0,3,2,2,0,0,3,7.33,1,1,0,0,1,7.33,3,20,90.0,6.0,4.0,2.0,2.0,0.0,0.0,7.33,69.0
Karlan Grant,22,AML,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,4,2,0,65.0,1,35,6.91,4,2,0,1,2,0,1,0,6.91,0,0,1,0,0,6.91,0,20,65.0,2.0,0.0,1.0,1.0,0.0,0.0,6.91,69.0
Fraizer Campbell,32,FW,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,2,1,0,100.0,2,19,7.96,2,1,0,0,1,0,0,1,7.96,3,0,2,0,1,7.96,0,7,100.0,0.0,0.0,2.0,2.0,0.0,0.0,7.96,59.0
Steve Mounie,25,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,2,55.6,4,10,7.04,0,0,2,0,0,0,0,0,7.04,1,0,0,0,3,7.04,2,9,55.6,0.0,0.0,0.0,0.0,0.0,0.0,7.04,31.0
Collin Quaner,29,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,100.0,0,9,6.13,0,0,0,0,0,0,1,1,6.13,1,0,0,0,0,6.13,0,5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,8.0
Trevoh Chalobah,21,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,100.0,0,7,6.22,0,0,0,1,0,0,0,0,6.22,0,0,1,0,1,6.22,0,3,100.0,1.0,0.0,0.0,0.0,0.0,0.0,6.22,8.0
Alex Pritchard,27,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,1,1,0,75.0,0,14,6.56,1,1,0,2,2,0,0,2,6.56,0,0,0,0,1,6.56,0,4,75.0,0.0,0.0,1.0,0.0,0.0,0.0,6.56,21.0
Andy King,31,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,50.0,0,5,6.24,0,0,0,0,0,0,0,0,6.24,0,1,0,0,0,6.24,0,4,50.0,0.0,0.0,2.0,1.0,0.0,0.0,6.24,21.0
Jon Gorenc Stankovic,24,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Chris Willock,22,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Matty Daly,19,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Joel Coleman,24,Sub,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Joe Wildsmith,24,GK,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,1,51.7,0,32,5.53,0,0,1,0,0,0,0,0,5.53,0,0,0,0,0,5.53,1,29,51.7,0.0,0.0,25.0,11.0,0.0,0.0,5.53,90.0
Moses Odubajo,27,DC,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,0,1,79.6,4,68,5.87,1,0,1,2,1,0,0,1,5.87,3,1,0,1,1,5.87,1,49,79.6,0.0,0.0,4.0,1.0,0.0,0.0,5.87,90.0
Dominic Iorfa,25,DC,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,0,1,75.0,5,55,7.06,1,0,1,1,3,0,0,1,7.06,3,4,1,0,3,7.06,1,36,75.0,0.0,0.0,3.0,1.0,0.0,0.0,7.06,90.0
Liam Palmer,28,DC,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,0,0,87.1,0,46,6.20,1,0,0,0,0,0,0,1,6.20,1,5,2,0,0,6.20,0,31,87.1,0.0,0.0,7.0,5.0,0.0,0.0,6.20,90.0
Jacob Murphy,25,MR,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,1,4,50.0,0,57,7.03,1,1,4,3,4,0,0,5,7.03,3,0,0,0,1,7.03,4,22,50.0,11.0,3.0,2.0,0.0,0.0,0.0,7.03,90.0
Massimo Luongo,27,MC,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,66.7,2,19,5.95,0,0,0,0,0,0,1,1,5.95,1,0,2,0,1,5.95,0,12,66.7,1.0,0.0,1.0,0.0,0.0,0.0,5.95,61.0
Barry Bannan,30,MC,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,1,86.3,0,66,6.29,0,0,1,1,0,0,0,1,6.29,1,1,0,1,1,6.29,1,51,86.3,6.0,1.0,12.0,8.0,0.0,0.0,6.29,86.0
Kadeem Harris,27,ML,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,2,1,0,82.4,2,40,6.80,2,1,0,3,2,0,1,2,6.80,0,1,0,0,0,6.80,0,17,82.4,4.0,0.0,1.0,1.0,0.0,0.0,6.80,90.0
Adam Reach,27,AMC,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,0,0,83.3,1,22,5.83,1,0,0,0,0,0,1,2,5.83,0,1,0,0,1,5.83,0,12,83.3,2.0,0.0,1.0,1.0,0.0,0.0,5.83,61.0
Connor Wickham,27,FW,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,5,0,2,50.0,1,37,7.05,5,0,2,4,2,0,2,1,7.05,1,0,0,0,0,7.05,2,16,50.0,0.0,0.0,5.0,1.0,0.0,0.0,7.05,90.0
Jordan Rhodes,30,FW,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,0,0,57.1,3,17,6.18,1,0,0,0,0,0,0,1,6.18,1,0,0,0,0,6.18,0,14,57.1,0.0,0.0,3.0,1.0,0.0,0.0,6.18,45.0
Alessio Da Cruz,23,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,1,100.0,0,23,5.97,0,0,1,0,0,0,1,2,5.97,1,0,1,0,0,5.97,1,13,100.0,1.0,0.0,0.0,0.0,0.0,0.0,5.97,45.0
Alex Hunt,20,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,100.0,0,13,5.99,0,0,0,0,0,0,0,1,5.99,0,0,0,0,0,5.99,0,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,4.0
Kieran Lee,32,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,1,0,1,84.6,0,17,5.99,1,0,1,0,0,0,0,0,5.99,1,0,0,0,0,5.99,1,13,84.6,0.0,0.0,2.0,1.0,0.0,0.0,5.99,29.0
Atdhe Nuhiu,31,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,90.0,2,13,6.26,0,0,0,0,1,0,0,0,6.26,1,0,1,0,0,6.26,0,10,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,29.0
Joey Pelupessy,27,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Liam Shaw,19,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ben Hughes,20,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Cameron Dawson,25,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ciaran Brennan,20,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,0,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sam Johnstone,27,GK,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,45.8,0,29,7.02,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,7.02,0,24,45.8,0.0,0.0,22.0,9.0,0.0,0.0,7.02,90.0
Dara O'Shea,21,DR,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,69.7,2,58,7.38,0,0,0,0,1,0,0,0,7.38,2,2,3,0,2,7.38,0,33,69.7,1.0,0.0,5.0,3.0,0.0,0.0,7.38,90.0
Ahmed Hegazi,29,DC,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,75.0,5,49,7.44,0,0,0,0,0,0,0,0,7.44,2,0,7,0,2,7.44,0,40,75.0,0.0,0.0,10.0,5.0,0.0,0.0,7.44,90.0
Kyle Bartley,29,DC,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,1,93.1,4,38,7.34,0,0,1,0,0,0,1,0,7.34,1,1,5,0,1,7.34,1,29,93.1,0.0,0.0,4.0,3.0,0.0,0.0,7.34,90.0
Kieran Gibbs,30,DL,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,1,71.4,1,56,7.38,0,0,1,0,0,0,1,0,7.38,2,0,0,1,0,7.38,1,35,71.4,1.0,1.0,4.0,1.0,0.0,0.0,7.38,90.0
Filip Krovinovic,24,MC,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,73.3,0,39,6.54,0,0,0,1,3,0,2,0,6.54,0,0,0,0,1,6.54,0,30,73.3,0.0,0.0,3.0,1.0,0.0,0.0,6.54,68.0
Romaine Sawyers,28,MC,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,90.0,0,60,7.14,0,0,0,0,0,0,2,0,7.14,2,2,1,0,2,7.14,0,50,90.0,0.0,0.0,7.0,6.0,0.0,0.0,7.14,90.0
Rekeem Harper,20,MC,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,1,0,0,95.0,1,27,7.00,1,0,0,1,1,0,0,0,7.00,1,0,0,0,1,7.00,0,20,95.0,1.0,0.0,1.0,0.0,0.0,0.0,7.00,87.0
Matheus Pereira,24,FWR,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,3,2,0,67.7,1,53,8.68,3,2,0,1,1,0,0,2,8.68,0,2,0,0,1,8.68,0,34,67.7,5.0,1.0,4.0,0.0,0.0,0.0,8.68,87.0
Charlie Austin,31,FW,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,1,1,0,58.3,1,20,6.87,1,1,0,0,1,0,0,0,6.87,0,0,2,0,2,6.87,0,12,58.3,0.0,0.0,2.0,1.0,0.0,0.0,6.87,68.0
Grady Diangana,22,FWL,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,1,0,2,62.5,0,27,6.52,1,0,2,2,1,0,0,4,6.52,0,0,0,0,0,6.52,2,16,62.5,1.0,0.0,0.0,0.0,0.0,0.0,6.52,55.0
Callum Robinson,25,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,1,75.0,0,20,6.41,0,0,1,0,0,0,1,2,6.41,2,0,0,0,0,6.41,1,12,75.0,0.0,0.0,1.0,0.0,1.0,0.0,6.41,35.0
Kamil Grosicki,32,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,2,1,2,100.0,0,16,6.99,2,1,2,0,0,0,0,1,6.99,1,0,0,0,0,6.99,2,8,100.0,1.0,0.0,0.0,0.0,0.0,0.0,6.99,22.0
Jake Livermore,30,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,0.0,0,0,6.03,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,6.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,3.0
Semi Ajayi,26,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,0.0,0,3,6.23,0,0,0,0,0,0,0,0,6.23,1,0,0,1,0,6.23,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,3.0
Hal Robson-Kanu,31,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,1,0,0,62.5,0,16,6.17,1,0,0,0,0,0,1,3,6.17,0,0,0,0,1,6.17,0,8,62.5,0.0,0.0,0.0,0.0,0.0,0.0,6.17,22.0
Jonathan Bond,27,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Conor Townsend,27,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Darnell Furlong,24,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Chris Brunt,35,Sub,Sheffield Wednesday,West Bromwich Albion,0,3,1,1381821,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
George Long,26,GK,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,51.5,1,40,6.84,0,0,0,0,1,0,0,0,6.84,0,1,1,0,0,6.84,0,33,51.5,0.0,0.0,28.0,12.0,0.0,0.0,6.84,90.0
Matthew Pennington,25,DR,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,56.0,3,53,7.02,0,0,0,0,2,0,0,2,7.02,2,2,5,0,3,7.02,0,25,56.0,2.0,0.0,8.0,4.0,0.0,0.0,7.02,90.0
Jordy de Wijs,25,DC,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,1,1,1,64.0,5,36,7.33,1,1,1,0,0,0,0,0,7.33,3,1,3,2,2,7.33,1,25,64.0,0.0,0.0,7.0,1.0,0.0,0.0,7.33,90.0
Reece Burke,23,DC,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,1,0,0,60.0,6,35,6.91,1,0,0,0,1,0,0,0,6.91,0,1,4,0,1,6.91,0,25,60.0,0.0,0.0,5.0,2.0,0.0,0.0,6.91,90.0
Callum Elder,25,DL,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,43.8,3,30,6.44,0,0,0,0,1,0,0,1,6.44,2,0,2,0,0,6.44,0,16,43.8,1.0,0.0,2.0,1.0,0.0,0.0,6.44,40.0
Herbie Kane,21,DMC,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,1,1,1,100.0,0,10,6.93,1,1,1,0,0,0,1,0,6.93,0,0,0,0,0,6.93,1,7,100.0,0.0,0.0,2.0,2.0,0.0,0.0,6.93,27.0
Daniel Batty,22,DMC,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,1,0,1,58.1,0,46,6.77,1,0,1,0,0,0,0,0,6.77,5,4,1,0,0,6.77,1,31,58.1,0.0,0.0,12.0,6.0,0.0,0.0,6.77,81.0
Mallik Wilks,21,AMR,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,2,1,0,31.3,7,34,7.52,2,1,0,2,3,0,2,3,7.52,0,0,0,0,2,7.52,0,16,31.3,1.0,0.0,1.0,0.0,0.0,0.0,7.52,90.0
Leonardo Da Silva Lopes,21,AMC,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,1,0,0,56.0,1,52,7.30,1,0,0,1,4,0,0,0,7.30,4,3,1,0,3,7.30,0,25,56.0,0.0,0.0,6.0,1.0,0.0,0.0,7.30,90.0
James Scott,19,AML,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,1,66.7,0,11,6.21,0,0,1,1,1,1,1,1,6.21,0,0,0,1,0,6.21,1,3,66.7,1.0,0.0,0.0,0.0,0.0,0.0,6.21,45.0
Josh Magennis,29,FW,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,31.3,9,25,6.74,0,0,0,0,2,0,1,1,6.74,0,0,1,1,3,6.74,0,16,31.3,0.0,0.0,1.0,1.0,0.0,0.0,6.74,81.0
Jon Toral,25,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,75.0,1,10,6.16,0,0,0,0,0,0,0,1,6.16,0,0,0,0,0,6.16,0,8,75.0,0.0,0.0,1.0,1.0,0.0,0.0,6.16,9.0
George Honeyman,25,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,2,69.6,1,38,6.57,0,0,2,1,5,0,1,2,6.57,1,0,0,0,1,6.57,2,23,69.6,2.0,1.0,3.0,1.0,0.0,0.0,6.57,63.0
Keane Lewis-Potter,19,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,1,0,0,58.3,4,20,6.59,1,0,0,0,0,0,0,0,6.59,0,2,0,0,0,6.59,0,12,58.3,1.0,0.0,2.0,0.0,0.0,0.0,6.59,45.0
Kevin Stewart,26,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,69.6,1,38,6.62,0,0,0,0,1,0,0,4,6.62,2,2,1,0,3,6.62,0,23,69.6,0.0,0.0,5.0,3.0,0.0,0.0,6.62,50.0
Tom Eaves,28,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,40.0,2,10,6.17,0,0,0,0,0,1,1,0,6.17,0,0,0,0,0,6.17,0,5,40.0,0.0,0.0,1.0,0.0,0.0,0.0,6.17,9.0
Martin Samuelsen,23,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Angus MacDonald,27,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ryan Tafazolli,28,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Matt Ingram,26,Sub,Hull,Middlesbrough,2,1,0,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Dejan Stojanovic,27,GK,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,25.0,0,29,5.66,0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,5.66,0,28,25.0,0.0,0.0,28.0,7.0,0.0,0.0,5.66,90.0
Djed Spence,19,DR,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,1,69.2,1,31,6.61,0,0,1,2,0,0,0,1,6.61,1,0,2,0,0,6.61,1,13,69.2,2.0,0.0,3.0,2.0,0.0,0.0,6.61,51.0
George Friend,32,DC,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,28.0,6,43,6.60,0,0,0,1,1,1,0,0,6.60,0,2,7,1,2,6.60,0,25,28.0,0.0,0.0,10.0,2.0,0.0,0.0,6.60,90.0
Dael Fry,22,DC,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,54.6,8,41,6.50,0,0,0,0,3,0,0,0,6.50,0,0,4,0,0,6.50,0,33,54.6,0.0,0.0,11.0,6.0,0.0,0.0,6.50,90.0
Marvin Johnson,29,DL,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,1,1,1,53.9,2,46,6.46,1,1,1,0,2,0,0,2,6.46,2,1,0,0,3,6.46,1,26,53.9,3.0,1.0,10.0,4.0,0.0,0.0,6.46,90.0
Jonny Howson,32,MC,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,1,0,3,61.9,4,69,7.64,1,0,3,3,0,0,0,2,7.64,2,2,2,1,0,7.64,3,42,61.9,3.0,1.0,10.0,4.0,0.0,0.0,7.64,90.0
Patrick McNair,25,MC,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,2,1,2,80.0,6,55,7.19,2,1,2,3,3,1,4,3,7.19,2,0,1,0,3,7.19,2,30,80.0,4.0,0.0,1.0,1.0,0.0,0.0,7.19,90.0
George Saville,27,MC,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,1,0,1,77.8,3,49,6.84,1,0,1,0,0,0,0,0,6.84,4,0,1,1,4,6.84,1,36,77.8,1.0,0.0,4.0,3.0,0.0,0.0,6.84,90.0
Patrick Roberts,23,FWR,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,3,0,0,68.8,0,39,6.84,3,0,0,3,2,0,4,3,6.84,1,0,0,0,1,6.84,0,16,68.8,3.0,1.0,2.0,0.0,0.0,0.0,6.84,62.0
Britt Assombalonga,27,FW,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,2,1,2,83.3,6,24,7.30,2,1,2,2,1,1,1,5,7.30,0,0,0,0,3,7.30,2,12,83.3,0.0,0.0,1.0,1.0,0.0,0.0,7.30,78.0
Hayden Coulson,22,FWL,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,3,0,0,80.0,2,39,7.33,3,0,0,3,5,0,0,1,7.33,1,1,0,0,2,7.33,0,15,80.0,4.0,0.0,0.0,0.0,0.0,0.0,7.33,90.0
Ashley Fletcher,24,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,80.0,1,6,5.95,0,0,0,0,0,0,1,0,5.95,0,0,0,0,0,5.95,0,5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,12.0
Marcus Tavernier,21,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,1,0,0,79.0,3,28,6.19,1,0,0,0,1,0,0,2,6.19,2,0,0,0,3,6.19,0,19,79.0,1.0,0.0,1.0,1.0,0.0,0.0,6.19,28.0
Lewis Wing,25,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,70.6,0,21,5.93,0,0,0,0,0,0,0,3,5.93,1,0,0,0,0,5.93,0,17,70.6,0.0,0.0,2.0,0.0,0.0,0.0,5.93,39.0
Harold Moukoudi,22,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Lukas Nmecha,21,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ravel Morrison,27,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ryan Shotton,31,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Adam Clayton,31,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aynsley Pears,22,Sub,Hull,Middlesbrough,2,1,1,1381793,02-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Dillon Phillips,25,GK,Charlton,Millwall,0,1,0,1381742,03-Jul-20,0,0,0,46.7,1,38,6.79,0,0,0,0,0,0,0,0,6.79,0,0,1,0,0,6.79,0,30,46.7,0.0,0.0,21.0,5.0,0.0,0.0,6.79,90.0
